pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
4050	11	32	3	61.718750	394.906250	582.531250	17.785684	25.775813
4051	14	39	3	61.897436	427.179487	522.666667	5.414405	16.235428
4052	26	23	3	63.695652	449.260870	552.217391	6.330029	22.003721
4053	29	22	3	65.545455	384.136364	535.818182	16.978888	20.641551
4054	30	24	3	65.416667	403.875000	624.125000	7.069793	11.887152
4055	32	34	3	65.352941	388.705882	534.764706	12.819169	17.612046
4056	42	22	3	69.227273	437.454545	632.363636	14.965553	18.907235
4057	44	23	7	68.521739	477.000000	456.608696	17.049331	21.984104
4058	50	21	3	72.523810	400.428571	644.761905	16.530043	17.479571
4059	52	30	3	74.333333	388.166667	633.200000	13.311665	17.933158
4060	56	27	3	74.481481	391.259259	643.962963	9.692561	16.903551
4061	62	25	3	77.680000	401.360000	662.120000	24.106009	26.425245
4062	69	30	3	79.633333	435.700000	601.033333	23.703052	27.038728
4063	71	36	12	80.250000	516.027778	381.055556	10.965175	28.160307
4064	74	25	3	81.640000	440.120000	608.280000	16.807242	21.140160
4065	77	22	3	82.227273	412.318182	622.863636	11.551547	14.531056
4066	116	33	7	89.484848	536.424242	440.393939	13.083123	16.150373
4067	135	21	3	92.380952	450.142857	671.904762	15.016855	19.348206
4068	138	32	10	92.687500	591.656250	542.468750	23.201175	26.610144
4069	139	23	3	93.043478	416.739130	721.217391	7.610732	11.976865
4070	143	32	10	97.312500	528.218750	652.343750	20.949765	32.489819
4071	147	41	3	95.365854	398.878049	649.780488	12.855719	15.454421
4072	148	30	3	94.400000	412.833333	667.800000	14.438518	15.443629
4073	171	29	12	97.068966	567.482759	382.413793	18.676621	23.753017
4074	180	39	7	98.846154	580.256410	396.102564	23.425269	26.872506
4075	182	33	14	97.909091	308.060606	388.303030	44.200294	45.871577
4076	185	20	6	97.600000	434.700000	320.500000	31.053416	46.447428
4077	198	32	3	99.343750	432.937500	735.156250	21.754507	22.615955
4078	199	34	3	100.147059	478.058824	646.735294	18.623284	21.812092
4079	200	39	10	100.307692	528.256410	566.615385	12.058500	17.370577
4080	202	20	10	98.650000	545.550000	608.200000	13.305917	14.924361
4081	203	27	12	98.370370	558.592593	364.481481	20.576502	24.887997
4082	205	32	3	99.906250	387.500000	593.875000	11.404127	19.672995
4083	217	39	3	100.794872	434.256410	641.051282	13.753745	16.814652
4084	224	31	10	100.612903	569.516129	595.870968	10.020381	13.285245
4085	249	34	7	103.470588	530.058824	452.794118	11.702653	14.082647
4086	255	32	3	103.625000	389.843750	598.125000	15.238169	19.473657
4087	294	35	12	108.142857	499.600000	314.657143	11.724118	22.219495
4088	301	24	10	108.041667	516.375000	596.625000	23.219255	23.978327
4089	329	25	3	110.200000	388.320000	566.640000	37.109536	39.613920
4090	330	28	3	110.142857	386.964286	587.250000	22.001107	23.579721
4091	341	22	3	112.727273	407.863636	709.863636	13.924934	17.069514
4092	349	36	7	113.444444	588.500000	445.888889	13.985337	17.240076
4093	352	28	10	112.714286	611.214286	561.142857	9.917969	14.080179
4094	356	29	6	112.896552	451.275862	315.137931	28.721948	32.237719
4095	357	33	3	114.969697	466.181818	704.787879	15.601361	16.734915
4096	358	37	12	113.729730	531.918919	354.729730	16.140573	21.204707
4097	361	32	10	113.062500	595.125000	549.312500	14.347822	21.646731
4098	376	22	10	114.636364	573.045455	644.363636	10.828901	15.800894
4099	377	21	10	114.095238	606.619048	556.380952	14.281678	16.937923
4100	416	23	10	116.304348	537.347826	616.086957	12.136748	16.350949
4101	422	25	4	117.240000	327.680000	525.360000	14.579243	28.788821
4102	423	23	3	118.173913	402.217391	672.565217	14.786382	21.221383
4103	426	26	7	117.730769	557.384615	500.269231	13.365507	18.923954
4104	427	26	7	118.807692	579.538462	407.615385	10.693051	22.504466
4105	433	34	3	119.058824	416.794118	733.882353	14.795607	16.343025
4106	435	25	10	118.840000	595.240000	595.960000	11.590548	14.367006
4107	439	22	3	120.772727	399.363636	667.909091	20.827938	21.997008
4108	443	23	12	119.652174	499.913043	308.739130	24.008775	29.938804
4109	452	23	7	119.521739	610.391304	518.130435	19.617456	22.000129
4110	462	25	2	121.080000	466.480000	595.840000	19.692580	22.602086
4111	472	24	2	121.708333	453.416667	545.625000	10.389599	17.254553
4112	477	23	10	122.173913	494.608696	623.043478	22.896101	30.509343
4113	489	26	7	122.500000	552.615385	486.115385	13.433795	18.180330
4114	508	23	10	124.521739	581.869565	628.173913	11.667291	15.697406
4115	517	26	6	124.923077	381.730769	295.153846	48.867954	49.550364
4116	530	28	7	125.392857	588.321429	489.785714	10.247440	11.270502
4117	531	26	10	125.846154	602.076923	620.769231	8.303393	16.663580
4118	532	34	7	124.911765	618.911765	479.382353	8.438997	10.227235
4119	540	27	12	126.111111	534.259259	354.962963	10.534769	18.336959
4120	554	20	12	127.450000	539.000000	289.900000	13.416783	15.134167
4121	558	39	10	127.076923	577.820513	660.897436	9.848049	17.923712
4122	562	20	7	127.200000	623.850000	399.900000	15.067579	26.299765
4123	564	21	14	128.285714	357.523810	393.285714	35.689462	35.689462
4124	565	25	3	127.480000	381.920000	605.960000	6.763753	11.250076
4125	592	23	3	130.869565	413.913043	749.086957	11.075715	13.764153
4126	593	20	3	129.750000	418.000000	757.800000	13.691290	14.880912
4127	623	28	2	131.428571	409.178571	514.357143	16.426439	24.951730
4128	630	33	12	131.363636	604.575758	343.545455	20.890157	21.567365
4129	633	22	7	131.681818	647.454545	498.863636	11.249969	12.880721
4130	643	34	10	133.558824	613.147059	558.117647	21.225010	23.916605
4131	655	29	10	133.482759	581.793103	666.517241	13.812351	14.829148
4132	676	26	3	136.115385	393.307692	694.500000	8.310034	21.382506
4133	685	22	7	135.909091	569.727273	501.636364	15.859611	20.993895
4134	699	20	7	136.850000	546.750000	497.800000	19.824400	26.410640
4135	713	29	2	137.620690	469.000000	591.448276	14.702382	19.388645
4136	720	23	5	138.478261	303.304348	221.478261	20.687241	23.162396
4137	736	24	12	138.500000	621.000000	336.500000	14.075341	22.164586
4138	757	33	12	140.303030	608.454545	347.212121	15.444787	15.992834
4139	770	36	12	141.666667	586.083333	291.138889	11.291427	13.147925
4140	772	27	7	140.592593	616.925926	504.148148	7.817477	12.650837
4141	823	27	14	144.592593	222.296296	309.740741	8.626850	10.730392
4142	829	36	3	143.833333	375.138889	645.305556	16.756227	28.157076
4143	835	34	10	144.382353	567.000000	655.676471	20.828539	25.262454
4144	840	26	10	144.076923	645.115385	590.269231	19.707651	21.318832
4145	851	40	3	144.400000	376.775000	660.550000	25.895628	32.505019
4146	873	26	4	146.192308	272.807692	535.307692	19.198215	20.409983
4147	884	31	3	145.483871	455.032258	788.258065	11.525591	14.550069
4148	895	26	7	146.653846	626.730769	515.961538	7.383677	10.539825
4149	897	40	7	146.850000	648.425000	409.325000	13.684548	19.145053
4150	924	22	7	146.500000	509.909091	486.090909	22.319511	30.588494
4151	925	28	3	147.428571	526.714286	728.750000	8.849349	13.268279
4152	948	23	3	147.956522	375.217391	622.739130	7.599397	12.769144
4153	955	24	10	147.541667	557.500000	658.625000	20.810476	28.197801
