pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
850	1	26	3	41.307692	261.615385	205.230769	28.134396	40.308523
851	34	27	3	60.888889	280.370370	197.444444	31.326313	35.918467
852	59	26	4	69.038462	207.192308	264.730769	21.067250	26.020916
853	81	21	3	72.857143	265.380952	142.952381	11.900939	13.012394
854	130	27	3	81.629630	224.555556	109.185185	9.653046	13.682643
855	137	26	2	82.884615	183.115385	210.038462	13.272478	20.331472
856	139	21	3	82.285714	259.619048	125.761905	14.065373	18.000477
857	184	24	7	89.333333	323.041667	301.125000	11.652910	25.686827
858	190	25	2	90.040000	217.280000	379.760000	10.327423	16.155538
859	267	25	3	99.960000	225.800000	95.000000	7.672087	13.647115
860	282	24	2	100.083333	218.291667	407.166667	12.147967	17.150464
861	284	22	5	101.409091	325.772727	385.681818	17.195091	19.228210
862	330	20	7	104.800000	373.400000	293.500000	12.521872	15.227166
863	360	24	4	110.541667	237.708333	303.541667	14.017275	15.809929
864	419	24	2	117.291667	120.666667	352.083333	5.841945	9.575812
865	430	21	4	117.142857	194.952381	197.000000	25.902743	29.255318
866	445	20	4	117.850000	349.400000	225.900000	13.069046	19.472463
867	572	20	2	137.450000	110.900000	380.200000	21.728760	24.146601
868	608	24	2	144.750000	247.791667	449.250000	7.671474	17.316449
869	615	20	4	145.750000	283.350000	340.950000	20.322975	26.282813
870	644	24	4	148.583333	310.291667	237.708333	44.940818	45.607387
871	724	26	2	160.846154	248.192308	461.346154	15.281746	20.143661
872	787	26	2	175.230769	246.076923	447.692308	11.627103	16.057105
873	796	26	4	176.076923	281.000000	181.038462	14.936192	18.953761
874	905	25	7	192.560000	433.720000	286.240000	13.872156	15.746306
875	911	27	2	194.888889	239.555556	447.296296	13.762998	19.285921
876	950	26	3	201.346154	89.923077	189.076923	7.915670	11.599530
877	955	25	4	201.640000	273.080000	340.360000	9.847271	12.846265
878	964	22	5	201.545455	414.090909	308.181818	9.040446	12.588541
879	977	21	5	203.571429	353.857143	392.809524	9.084945	9.537151
880	1003	22	4	206.454545	299.227273	192.136364	13.561656	16.711882
881	1144	22	2	224.500000	204.636364	285.363636	15.025653	20.354444
882	1228	25	2	232.400000	192.800000	291.440000	6.391209	18.807441
883	1263	23	3	236.521739	219.956522	97.913043	12.686450	13.631309
884	1315	20	2	243.150000	164.900000	198.050000	11.010621	18.012606
885	1316	26	2	243.923077	207.692308	206.653846	8.799652	11.009807
886	1317	24	2	243.750000	210.125000	209.875000	8.821814	11.120539
887	1350	23	2	250.130435	149.869565	207.521739	11.761819	13.989012
888	1371	20	2	254.900000	198.800000	338.750000	14.218550	17.867622
889	1422	25	2	271.880000	176.720000	258.680000	25.395256	27.294011
890	1434	24	3	277.541667	268.958333	180.541667	9.451346	11.703996
