pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
3655	171	20	6	26.550000	277.100000	347.850000	9.176913	10.670996
3656	179	26	6	27.769231	240.307692	323.807692	9.283903	11.601392
3657	234	33	6	38.030303	172.787879	293.484848	16.092176	17.290811
3658	248	23	5	39.478261	298.173913	456.695652	9.726697	11.565909
3659	270	22	6	43.500000	252.681818	301.318182	10.547256	15.446162
3660	301	22	5	47.363636	177.000000	483.227273	26.270851	31.745598
3661	406	21	2	62.380952	200.809524	265.809524	14.762325	18.804409
3662	413	20	2	62.750000	235.950000	271.300000	22.260015	25.581996
3663	441	20	2	67.000000	262.200000	205.850000	9.254140	11.913428
3664	445	37	2	67.837838	107.000000	307.324324	13.026850	14.836211
3665	452	46	6	70.391304	181.173913	460.239130	46.697334	52.842558
3666	453	20	2	68.450000	274.900000	254.550000	11.577993	15.589842
3667	454	34	9	69.911765	287.441176	598.470588	16.762556	17.030746
3668	460	25	2	70.320000	111.560000	307.520000	13.115087	13.988780
3669	461	40	5	71.050000	115.100000	527.800000	10.331844	11.431536
3670	471	27	6	71.259259	170.777778	465.259259	43.432455	46.496781
3671	479	37	5	72.378378	121.540541	526.405405	8.039449	13.114725
3672	491	33	2	73.393939	271.151515	267.484848	23.973831	28.607922
3673	505	21	9	76.047619	287.666667	595.000000	10.914508	15.278117
3674	518	43	9	78.511628	255.139535	633.023256	18.036294	19.725792
3675	526	41	9	79.902439	260.121951	625.902439	12.589709	21.099801
3676	574	42	5	87.142857	90.952381	528.785714	11.869843	13.381683
3677	601	23	6	88.913043	136.869565	477.956522	10.729212	26.001902
3678	608	20	6	90.000000	93.250000	314.900000	14.951685	15.025349
3679	634	37	9	93.864865	238.081081	666.594595	15.012765	15.052690
3680	642	25	9	93.920000	270.640000	656.720000	9.030294	10.544666
3681	664	28	5	96.928571	84.142857	517.464286	19.489213	21.931459
3682	671	29	6	97.793103	202.517241	440.862069	33.064375	41.161339
3683	675	20	9	96.950000	284.750000	673.900000	11.301849	12.013049
3684	688	28	6	97.750000	279.535714	299.821429	39.770311	46.323350
3685	696	23	6	99.086957	166.043478	453.826087	13.664693	30.419778
3686	708	32	6	101.968750	126.156250	480.218750	6.670325	33.844433
3687	744	34	5	104.882353	77.176471	510.205882	21.503775	22.490916
3688	757	26	6	106.884615	335.730769	328.423077	45.204517	48.985729
3689	766	31	2	109.000000	148.903226	292.322581	25.034837	31.529202
3690	771	30	2	108.633333	291.866667	164.233333	10.494176	12.252186
3691	779	21	9	109.000000	251.238095	668.047619	6.753768	14.201269
3692	781	37	2	110.162162	379.891892	312.783784	32.645444	40.718258
3693	785	31	6	111.516129	132.193548	470.129032	15.835231	29.751227
3694	789	35	2	111.285714	325.857143	180.000000	9.420543	10.998176
3695	791	24	2	110.041667	387.375000	227.291667	21.403474	24.750815
3696	797	29	2	111.620690	243.310345	289.724138	70.104565	70.962168
3697	801	26	6	112.038462	333.653846	327.538462	46.217936	53.557538
3698	823	21	9	115.666667	244.904762	678.285714	13.118102	14.189156
3699	827	30	6	116.000000	107.233333	308.833333	11.504464	16.038828
3700	833	33	6	117.121212	179.212121	443.818182	15.445246	18.887337
3701	834	20	6	116.550000	198.550000	440.900000	14.233066	27.968434
3702	857	42	2	118.904762	334.809524	168.380952	14.942490	17.209579
3703	858	37	2	118.756757	395.837838	285.810811	16.469863	25.555837
3704	872	33	2	121.212121	324.757576	321.545455	46.018638	53.909444
3705	889	27	13	123.518519	234.629630	591.888889	28.648641	43.698480
3706	909	20	6	127.250000	133.100000	293.800000	35.129214	42.742263
3707	950	27	2	130.444444	194.148148	283.518519	72.581013	76.068358
3708	975	22	13	133.500000	280.454545	530.272727	29.720575	38.357763
3709	988	23	6	136.347826	74.086957	467.956522	14.474524	21.442423
3710	993	32	9	136.312500	213.250000	652.218750	27.627753	29.353427
3711	994	38	13	135.973684	233.157895	572.157895	26.277889	35.383014
3712	1004	45	13	136.422222	215.755556	608.955556	21.045327	27.140833
3713	1008	22	2	138.227273	293.727273	145.863636	10.397822	15.024048
