pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
2430	52	22	2	30.863636	107.000000	239.454545	7.626978	9.432518
2431	73	31	2	39.903226	200.290323	277.935484	12.810416	24.356415
2432	86	24	2	45.375000	81.708333	229.333333	6.255196	8.348874
2433	145	27	10	58.037037	237.148148	199.555556	30.535678	32.894329
2434	178	21	9	63.523810	270.238095	201.142857	21.370383	24.068988
2435	425	23	6	94.782609	378.043478	339.434783	23.431915	27.062677
2436	467	25	10	100.040000	193.200000	254.000000	17.115572	19.678378
2437	490	20	5	101.000000	207.250000	403.250000	20.168548	21.772341
2438	557	32	8	107.437500	348.500000	90.312500	4.664360	6.781068
2439	565	32	5	108.625000	194.843750	403.937500	13.682672	18.080580
2440	661	23	10	117.391304	205.478261	259.782609	8.566941	10.374762
2441	713	28	6	120.607143	415.214286	358.571429	20.243245	21.910300
2442	729	29	5	122.827586	180.655172	427.344828	13.572080	14.926245
2443	843	30	11	131.566667	381.766667	222.100000	9.498848	17.754064
2444	862	21	12	132.904762	245.571429	317.190476	6.511325	10.148396
2445	893	22	3	133.681818	330.681818	406.818182	16.004160	27.229673
2446	903	26	5	134.615385	91.076923	365.500000	12.943877	13.350740
2447	965	24	11	137.083333	422.291667	296.291667	33.931679	34.109181
2448	974	21	10	139.333333	188.571429	269.523810	9.612195	11.882993
2449	1041	30	3	143.700000	408.100000	382.700000	16.108551	19.164415
2450	1078	23	11	145.913043	399.826087	232.043478	9.041609	12.569138
2451	1133	33	11	150.121212	399.696970	217.030303	9.769716	12.150438
2452	1196	26	4	153.692308	202.653846	449.423077	12.248496	19.747192
2453	1311	29	7	160.655172	540.379310	241.482759	10.154430	11.490394
2454	1372	23	4	165.130435	204.478261	464.130435	9.521799	11.444319
2455	1397	21	11	166.047619	417.285714	257.952381	21.524158	24.851573
2456	1421	32	5	167.625000	70.375000	335.718750	14.360513	19.303372
2457	1425	27	12	167.851852	229.333333	332.925926	12.409724	12.964821
2458	1456	23	11	170.652174	336.478261	281.913043	18.038480	30.706389
2459	1466	29	11	171.379310	282.206897	256.724138	36.101900	41.135134
2460	1503	24	11	173.000000	415.500000	236.000000	19.007689	22.839895
2461	1583	27	11	178.296296	369.518519	331.814815	5.154157	10.071751
2462	1614	31	6	179.483871	472.645161	394.838710	14.374848	15.122514
2463	1615	23	6	179.521739	480.521739	387.086957	8.942011	12.007418
2464	1627	23	9	180.304348	328.478261	132.391304	7.397733	11.954590
2465	1659	27	5	183.740741	104.148148	296.777778	6.224702	8.474365
2466	1669	31	11	184.419355	382.064516	209.548387	9.325508	11.881001
2467	1682	26	10	184.576923	181.307692	264.769231	14.672261	18.274787
2468	1731	22	13	187.454545	352.454545	350.136364	5.934526	9.369213
2469	1757	24	7	189.958333	447.208333	145.083333	11.957020	14.538628
2470	1792	27	11	191.185185	387.111111	325.962963	4.795471	10.822415
2471	1854	24	11	195.041667	398.958333	313.875000	7.395006	8.898181
2472	1870	23	11	196.043478	403.913043	307.652174	5.616578	8.120013
2473	1899	22	10	198.136364	273.590909	238.000000	11.825344	23.971370
2474	1900	25	9	199.040000	287.040000	181.080000	15.908513	20.480691
2475	1923	29	11	199.000000	391.103448	323.137931	8.797534	11.070155
2476	1929	25	5	199.440000	96.560000	383.840000	8.667894	9.531572
2477	2007	21	3	203.047619	355.333333	480.904762	8.924039	11.970408
2478	2064	22	13	207.954545	307.909091	356.636364	11.910000	13.930534
2479	2068	29	3	208.793103	485.620690	408.896552	8.859678	12.552340
2480	2071	27	10	209.074074	251.296296	225.407407	14.818987	18.575031
2481	2080	21	11	209.714286	392.428571	314.000000	8.965319	13.489284
2482	2105	33	12	212.484848	241.757576	308.969697	7.403158	10.056075
2483	2134	27	11	213.037037	397.481481	267.444444	9.555577	14.376049
2484	2158	21	11	212.857143	398.285714	296.333333	8.132690	11.154256
2485	2178	25	5	215.040000	141.080000	433.000000	6.927872	7.454847
2486	2263	21	4	220.523810	192.000000	477.238095	18.097404	20.836659
2487	2268	21	11	221.809524	383.333333	294.666667	9.283607	11.559550
2488	2298	25	3	222.600000	357.920000	486.360000	12.338155	15.585342
2489	2358	25	13	228.960000	327.480000	331.200000	6.787171	9.587412
2490	2377	23	5	230.478261	165.347826	398.391304	14.487818	21.460684
2491	2381	33	13	230.121212	286.030303	342.575758	11.981474	13.642976
2492	2396	20	5	231.100000	198.700000	355.050000	36.209652	38.645891
2493	2463	29	4	240.758621	203.931034	346.241379	38.449606	39.639650
2494	2490	25	3	242.680000	516.760000	372.400000	8.946150	11.661936
2495	2537	20	6	246.650000	415.950000	264.000000	29.884428	34.295996
2496	2558	30	3	249.266667	506.066667	364.433333	7.389051	8.960057
2497	2573	22	6	250.818182	402.000000	257.636364	30.635236	31.038345
2498	2620	29	4	257.482759	195.275862	379.896552	22.290836	25.703687
2499	2635	24	6	259.166667	431.500000	259.291667	11.757797	22.096156
2500	2640	26	6	260.192308	454.538462	259.730769	16.627532	19.451996
2501	2680	22	7	266.727273	402.500000	225.272727	15.675918	19.241670
2502	2733	30	6	274.533333	492.300000	344.333333	9.412571	11.422674
2503	2760	25	6	277.680000	389.520000	299.880000	20.094023	24.232156
2504	2796	32	3	282.937500	464.343750	422.218750	6.277837	7.519014
2505	2836	29	4	288.241379	234.482759	364.034483	8.888989	14.766374
2506	2866	27	6	290.666667	420.629630	314.555556	12.506763	15.360427
2507	2928	22	3	301.363636	436.863636	415.818182	6.199735	9.041208
