pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
2990	182	25	5	40.760000	341.600000	304.880000	11.630758	15.434721
2991	204	29	5	42.310345	326.448276	295.931034	8.330106	11.442867
2992	256	30	2	47.500000	172.733333	363.700000	16.669142	17.571888
2993	265	32	2	48.218750	162.343750	351.125000	13.554357	18.879528
2994	381	24	5	62.166667	287.083333	231.000000	8.224862	11.865827
2995	687	23	5	101.217391	276.565217	188.173913	12.691632	13.396408
2996	750	26	13	108.730769	302.269231	331.807692	36.697617	53.572776
2997	821	22	13	118.000000	281.090909	301.727273	38.954220	40.417285
2998	866	23	2	124.695652	182.260870	177.173913	16.388293	24.076936
2999	872	32	12	125.531250	186.812500	322.031250	7.966406	27.418682
3000	923	31	2	131.645161	215.870968	457.161290	9.035844	12.068800
3001	992	31	3	139.774194	358.419355	416.548387	7.656892	11.401621
3002	1127	25	13	155.120000	232.000000	185.320000	38.976795	40.273416
3003	1227	22	12	165.181818	194.000000	235.272727	24.829550	26.897696
3004	1261	27	2	169.370370	213.185185	461.481481	8.699404	10.809999
3005	1271	22	2	169.772727	222.545455	452.409091	18.947768	19.718405
3006	1276	31	8	169.870968	503.225806	135.258065	7.091081	9.318814
3007	1277	23	2	171.434783	52.043478	398.347826	8.145919	13.211105
3008	1298	25	12	172.760000	199.720000	235.400000	19.811662	20.463493
3009	1305	29	6	172.620690	392.931034	95.827586	7.525701	11.193674
3010	1325	32	2	175.312500	221.937500	452.312500	17.184571	19.034368
3011	1414	26	4	182.961538	337.461538	287.692308	5.484296	6.487267
3012	1487	28	4	190.071429	331.321429	295.392857	8.916384	11.742487
3013	1523	23	13	194.304348	303.000000	338.434783	19.874822	20.919804
3014	1566	26	3	197.538462	263.884615	435.923077	6.725626	8.957284
3015	1589	23	2	201.000000	67.304348	409.043478	17.856871	19.721587
3016	1852	30	14	223.966667	309.466667	187.366667	10.512080	15.119695
3017	1855	27	4	224.740741	360.037037	160.888889	5.090735	8.587492
3018	1872	24	4	226.333333	321.333333	308.875000	11.019424	14.964895
3019	1906	29	4	229.137931	375.551724	241.896552	7.504451	8.895749
3020	1958	22	4	234.636364	310.818182	289.954545	15.230618	17.020897
3021	1962	23	9	235.043478	102.521739	257.173913	34.246718	35.148102
3022	1985	25	14	237.120000	307.120000	229.960000	19.944115	21.081930
3023	2058	32	4	243.531250	392.875000	133.468750	37.330593	37.786885
3024	2080	20	4	245.700000	283.400000	141.750000	12.783037	18.220188
3025	2085	22	9	245.409091	123.590909	268.272727	12.877797	14.901710
3026	2274	26	6	263.692308	489.384615	240.000000	13.278965	15.612580
3027	2401	29	7	274.862069	328.482759	59.689655	8.887274	10.465742
3028	2406	29	2	275.862069	126.620690	421.275862	7.774343	10.440340
3029	2441	23	11	278.434783	243.173913	101.956522	12.040530	13.025581
3030	2467	24	8	281.333333	362.083333	324.708333	42.471264	42.471264
3031	2502	31	4	284.483871	292.935484	158.161290	7.182497	10.479025
3032	2673	29	4	302.758621	335.172414	175.551724	8.345013	9.214827
3033	2745	23	9	310.043478	153.956522	283.304348	6.716874	9.285513
3034	2837	32	9	322.468750	131.375000	246.375000	8.862573	9.768726
3035	2891	23	7	330.304348	448.478261	165.652174	16.291626	22.051501
3036	2970	20	9	343.350000	145.150000	228.950000	12.148867	14.658818
3037	2978	30	7	345.500000	393.266667	53.500000	6.675814	9.758770
3038	3096	24	9	364.291667	219.000000	245.916667	11.290800	14.756219
3039	3124	30	9	367.733333	199.166667	243.466667	9.672121	10.985440
3040	3137	24	11	369.375000	362.875000	168.875000	14.291782	20.445235
3041	3145	20	10	369.950000	208.800000	229.700000	8.755459	14.646064
3042	3246	30	11	382.900000	363.466667	157.866667	13.563339	15.312506
3043	3269	20	7	387.650000	383.750000	110.850000	7.898183	8.828512
