pore_id	source_component	voxels	assigned_label	centroid_z	centroid_y	centroid_x	nearest_dist	tie_mean_dist
4211	50	32	17	24.062500	350.625000	333.843750	10.587064	15.025858
4212	397	25	6	79.400000	330.000000	212.840000	21.857675	23.033715
4213	434	30	6	81.666667	378.400000	197.966667	15.454944	21.363365
4214	452	24	17	84.750000	267.916667	322.833333	7.559441	13.181615
4215	538	22	6	92.000000	360.272727	206.500000	23.714474	31.974069
4216	707	32	8	113.781250	271.656250	562.562500	8.663454	9.577383
4217	881	34	18	138.147059	326.558824	351.176471	7.787622	9.892243
4218	936	31	10	142.870968	456.451613	368.290323	12.233470	13.484778
4219	995	31	16	147.548387	314.774194	288.225806	8.672596	11.430515
4220	1176	27	3	164.000000	307.370370	93.851852	18.018118	19.097080
4221	1216	32	19	167.906250	237.125000	392.750000	11.946023	13.437559
4222	1394	28	18	180.571429	355.428571	377.071429	7.978097	9.261302
4223	1447	22	16	184.045455	371.409091	289.727273	6.131333	7.657674
4224	1470	20	19	187.050000	274.100000	439.050000	8.789896	9.576409
4225	1668	32	15	204.250000	261.843750	305.406250	8.442157	17.363402
4226	1777	32	15	212.531250	228.656250	310.062500	7.305502	9.600111
4227	1798	26	2	216.153846	155.192308	264.884615	31.127807	35.100714
4228	1834	27	15	217.296296	228.555556	300.111111	11.335065	13.828055
4229	1846	23	16	218.086957	374.521739	335.521739	12.752094	17.363622
4230	1911	20	2	223.800000	181.800000	179.350000	21.544136	21.980149
4231	1948	25	19	227.480000	284.280000	441.720000	8.559362	11.044988
4232	1975	34	6	228.500000	414.029412	282.823529	39.962395	42.899680
4233	1980	24	5	228.583333	196.375000	123.791667	12.904103	14.666450
4234	2250	26	15	250.961538	299.961538	315.230769	11.888951	19.267839
4235	2321	32	15	256.718750	235.000000	423.781250	7.939246	12.405309
4236	2418	28	15	263.607143	270.428571	422.035714	8.865226	11.099768
4237	2437	20	15	264.000000	249.350000	425.850000	6.048124	10.377173
4238	2576	26	4	273.961538	117.346154	288.846154	14.535317	15.560324
4239	2586	25	16	274.560000	361.280000	322.720000	19.408211	26.956241
4240	2615	30	5	276.600000	429.900000	121.033333	18.025637	18.223957
4241	2720	35	11	284.828571	157.857143	479.057143	15.317574	17.523310
4242	2760	28	15	286.857143	239.500000	363.071429	10.918573	12.647027
4243	2808	32	4	289.468750	89.937500	268.125000	8.734176	9.067644
4244	2875	30	5	294.366667	240.900000	48.733333	24.238357	24.609270
4245	3054	32	12	309.625000	257.843750	196.843750	6.660541	9.004218
4246	3153	22	9	318.409091	285.909091	484.909091	7.332618	13.492763
4247	3194	28	4	323.285714	68.857143	256.000000	8.302221	10.011468
4248	3219	34	5	323.735294	273.735294	32.235294	7.113492	13.963593
4249	3260	23	15	327.043478	278.695652	325.304348	18.397538	25.273729
4250	3484	28	15	345.464286	352.535714	348.357143	39.629482	44.259182
4251	3543	20	2	351.150000	105.700000	151.750000	12.348808	16.974379
4252	3562	31	12	351.032258	224.000000	208.451613	7.983960	10.759364
4253	3593	23	11	354.086957	135.173913	441.043478	8.554671	9.361246
4254	3727	25	12	364.360000	226.080000	279.720000	18.270773	20.068445
4255	3784	30	2	368.966667	103.566667	141.366667	11.470513	15.186369
4256	3876	21	13	382.428571	190.809524	262.333333	10.221690	15.577177
4257	3902	23	13	387.043478	190.478261	272.000000	9.822553	14.002553
4258	3903	20	13	386.000000	248.150000	359.400000	10.579946	15.056823
4259	3911	33	13	387.696970	165.030303	328.575758	5.645077	8.094304
4260	3990	31	2	398.193548	112.322581	124.935484	9.731382	12.311293
4261	4071	23	4	411.478261	289.434783	345.608696	22.465553	26.665212
4262	4101	29	4	416.965517	146.862069	165.586207	24.598620	31.707515
4263	4108	30	2	416.966667	272.366667	264.000000	18.829676	19.944914
4264	4215	33	7	434.575758	205.848485	379.666667	32.219098	33.631465
4265	4245	29	4	438.275862	131.965517	110.275862	14.305214	16.303452
4266	4305	20	4	444.400000	138.050000	108.100000	15.598037	15.862358
4267	4390	29	7	458.655172	66.068966	392.827586	12.573391	13.356539
4268	4461	20	2	468.800000	260.000000	211.550000	18.459223	19.890092
4269	4488	29	2	471.517241	184.586207	135.137931	9.922648	14.669485
4270	4583	34	2	484.411765	189.882353	132.235294	18.623885	19.751359
4271	4586	27	4	485.407407	89.296296	268.888889	9.555402	12.958746
4272	4697	31	4	497.774194	106.419355	276.193548	11.041922	13.283317
4273	4751	33	4	504.878788	121.030303	279.939394	9.991863	12.915270
4274	4799	21	4	512.238095	145.238095	285.190476	9.508809	13.912042
